config,run,kind,key,count,bytes,ms
x64-warm,13,readying,conhost.exe,2,0.000,8.867
x64-warm,13,readying,XtaCache.exe,17,0.000,3.293
x64-warm,13,readying,MsMpEng.exe,1,0.000,1.595
x64-warm,13,readying,powershell.exe,2,0.000,0.819
x64-warm,13,readying,csrss.exe,2,0.000,0.040
x64-warm,14,readying,7z.exe,19,0.000,22.491
x64-warm,14,readying,conhost.exe,2,0.000,8.976
x64-warm,14,readying,XtaCache.exe,17,0.000,3.571
x64-warm,14,readying,MsMpEng.exe,6,0.000,1.450
x64-warm,14,readying,powershell.exe,2,0.000,0.864
x64-warm,14,readying,csrss.exe,2,0.000,0.049
x64-warm,15,readying,7z.exe,19,0.000,33.043
x64-warm,15,readying,conhost.exe,2,0.000,13.134
x64-warm,15,readying,XtaCache.exe,17,0.000,5.169
x64-warm,15,readying,MsMpEng.exe,1,0.000,2.781
x64-warm,15,readying,powershell.exe,2,0.000,0.787
x64-warm,15,readying,csrss.exe,2,0.000,0.058
x64-warm,16,readying,7z.exe,18,0.000,22.615
x64-warm,16,readying,conhost.exe,2,0.000,8.668
x64-warm,16,readying,XtaCache.exe,17,0.000,3.321
x64-warm,16,readying,MsMpEng.exe,1,0.000,1.715
x64-warm,16,readying,powershell.exe,2,0.000,0.791
x64-warm,16,readying,csrss.exe,2,0.000,0.040
x64-warm,17,readying,7z.exe,17,0.000,22.325
x64-warm,17,readying,conhost.exe,2,0.000,9.492
x64-warm,17,readying,XtaCache.exe,17,0.000,3.302
x64-warm,17,readying,MsMpEng.exe,2,0.000,1.520
x64-warm,17,readying,powershell.exe,2,0.000,0.904
x64-warm,17,readying,csrss.exe,2,0.000,0.045
x64-warm,18,readying,7z.exe,18,0.000,21.819
x64-warm,18,readying,conhost.exe,2,0.000,9.082
x64-warm,18,readying,XtaCache.exe,17,0.000,3.354
x64-warm,18,readying,MsMpEng.exe,3,0.000,1.676
x64-warm,18,readying,powershell.exe,2,0.000,0.808
x64-warm,18,readying,csrss.exe,2,0.000,0.049
x64-warm,19,readying,7z.exe,22,0.000,19.332
x64-warm,19,readying,conhost.exe,2,0.000,8.037
x64-warm,19,readying,XtaCache.exe,17,0.000,3.244
x64-warm,19,readying,MsMpEng.exe,3,0.000,1.447
x64-warm,19,readying,powershell.exe,2,0.000,0.814
x64-warm,19,readying,csrss.exe,3,0.000,0.036
x64-warm,20,readying,7z.exe,18,0.000,18.756
x64-warm,20,readying,conhost.exe,2,0.000,8.350
x64-warm,20,readying,MsMpEng.exe,2,0.000,6.664
x64-warm,20,readying,XtaCache.exe,17,0.000,2.980
x64-warm,20,readying,System,1,0.000,1.198
x64-warm,20,readying,powershell.exe,2,0.000,0.822
x64-warm,20,readying,csrss.exe,3,0.000,0.030
